The Commonwealth of Massachusetts,,,,,,,,,,,,,,,,,,,
Executive Office of Health and Human Services,,,,,,,,,,,,,,,,,,,
Department of Public Health,,,,,,,,,,,,,,,,,,,
Division of Health Care Facility Licensure and Certification,,,,,,,,,,,,,,,,,,,
"67 Forest Street, Marlborough, MA 01752",,,,,,,,,,,,,,,,,,,
617-753-8000,,,,,,,,,,,,,,,,,,,
"November 14, 2023",,,,,,,,,,,,,,,,,,,
Massachusetts Licensed Clinics and Services Provided,,,,,,,,,,,,,,,,,,,
"^Facility licensed under a parent facility, call DPH at 617-753-8000 for more information on services provided",,,,,,,,,,,,,,,,,,,
~This clinic is in a non-licensed category and additional information is not provided by DPH.,,,,,,,,,,,,,,,,,,,
* Further information on the services provided by these facilities is forthcoming and will be updated regularly.,,,,,Services Provided,,,,,,,,,,,,,,
Clinic Name,Street,City/Town,Zip Code,Telephone,Lithotripsy,Physical Rehab,Surgical,Alcohol/      Substance Use Disorder,Mental Health,Dental ,Medical,Mobile Medical,Pharmacy,Birth Ctr,Mobile Medical MRI,Mobile Medical Lithotripsy,Radiation,Radiology (MRI),Limited Service
HEALTHCARE WITHOUT WALLS,148 LINDEN STREET,WELLESLEY,02482,(781)239-0290,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"HEALTHDRIVE BEHAVIORAL HEALTH SERVICES, PLLC^","100 CROSSING BOULEVARD, SUITE 300",FRAMINGHAM,01702,(857)255-2015,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HEALTHFIRST FAMILY CARE CENTER INC,"387 QUARRY STREET, SUITE 100",FALL RIVER,02723,(508)679-8111,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
"HEALTH-MD URGENT CARE, LLC^",1238 RIVERDALE STREET,WEST SPRINGFIELD,01089,(413)324-4266,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
HELEN A BOWDITCH HEALTH CENTER,23 NORTH ASHLAND ST ELM PARK CMY SC,WORCESTER,01609,(508)756-3528,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
HELIX HUMAN SERVICES FAMILY WELLNESS CENTER,98 LOWER WESTFIELD ROAD,HOLYOKE,01040,(413)739-5626,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
HIGH POINT TREAMENT CENTER,"61 INDUSTRIAL PARK RD, 1STFL, ST101",PLYMOUTH,02360,(508)997-0745,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
HIGH POINT TREATMENT CENTER,10 MEADOWBROOK ROAD,BROCKTON,02301,(508)742-4420,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
HIGH POINT TREATMENT CENTER,30 MEADOWBROOK ROAD,BROCKTON,02301,(508)742-4420,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
HIGH POINT TREATMENT CENTER,"52 OAK STREET, FIRST FLOOR",MIDDLEBOROUGH,02346,(508)830-1234,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
HIGH POINT TREATMENT CENTER,68 NORTH FRONT STREET,NEW BEDFORD,02740,(508)224-7701,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
"HIGH POINT TREATMENT CENTER, INC",10B MEADOWBROOK ROAD,BROCKTON,02301,(774)992-1500,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
HILLCREST DENTAL CARE INC,788 SOUTH STREET,PITTSFIELD,01201,(413)445-6680,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
HILLTOWN COMM H CTR (PORTABLE UNIT),58 OLD NORTH ROAD,WORTHINGTON,01098,(413)238-5511,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No
HOLYOKE HEALTH CENTER,494 APPLETON STREET,HOLYOKE,01040,(413)420-2200,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"HOLYOKE HEALTH CENTER, INC.",230 MAPLE STREET,HOLYOKE,01040,(413)420-2200,No,Yes,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No
HORACE MANN LABORATORY SCHOOL,79 WILLSON STREET,SALEM,01970,(978)536-4719,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"HUMAN RELATIONS SERVICE, INC.",11 CHAPEL PLACE,WELLESLEY,02481,(781)235-4950,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
HUNTINGTON HEALTH CTR,"73 RUSSELL ROAD, ROUTE 20",HUNTINGTON,01050,(413)238-5511,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
HYANNIS FAMILY PLANNING,1019 IYANOUGH ROAD 2ND FLOOR,HYANNIS,02601,(508)771-8010,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
IHR-WORCESTER,"29 E. MOUNTAIN STREET, SUITE 103",WORCESTER,01606,(617)661-3991,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
INCLUSION FAMILY COUNSELING CTR INC,"1 CENTER STREET, 3RD FL, SUITE 301",BROCKTON,02301,(508)510-4483,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
INDIAN HILL MEDICAL CENTER - PORTABLE UNIT^,20 INDIAN MEDICAL CENTER,WEST TISBURY,02575,(413)346-4242,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INFINITY MEDSPA LLC^,"365 BOSTON POST RD, STE 210-211-212",SUDBURY,01776,(978)855-3209,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INMED DIAGNOSTIC SERVICES OF MASS,"2 TECHNOLOGY DRIVE 1ST FL,STE B",BOURNE,02532,(508)662-4300,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No
INSPIRE COUNSELING AND SUPPORT CENTER^,"29 MAIN STREET, 2ND FLOOR",Leominster,01453,508-615-8960,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
INSTITUTE FOR HEALTH & RECOVERY,155 MAPLE STREET SUITE 304,SPRINGFIELD,01105,(617)661-3991,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
INSTITUTE FOR HEALTH & RECOVERY INC,105 CHAUNCY STREET SUITE 602,BOSTON,02111,(617)661-3991,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
INSTITUTE FOR HEALTH & RECOVERY INC,275 MARTINE STREET SUITE 203,FALL RIVER,02723,(617)661-3991,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
INSTITUTE FOR HEALTH & RECOVERY INC,75 N BEACON STREET,WATERTOWN,02472,(617)661-3991,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
INSTITUTE FOR HEALTH & RECOVERY INC,97 CENTRAL ST UNIT 205A,LOWELL,01852,(617)661-3991,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
IPS BEHAVIORAL HEALTH CLINIC,490 PAGE BOULEVARD,SPRINGFIELD,01104,(413)575-5572,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
ISLAND COUNSELING CENTER EDGARTOWN,111 EDGARTOWN ROAD,OAK BLUFFS,02557,(508)693-7900,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
ISLAND HEALTH CARE,245 VINEYARD HAVEN ROAD,EDGARTOWN,02539,(508)627-5797,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
JAMAICA PLAIN MSPCC FAMILY CNSLG CT,"3815 WASHINTON STREET, 2ND FLOOR",BOSTON,02130,(617)983-5800,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JEWISH FAMILY & CHILDREN'S SER CTR,1430 MAIN STREET,WALTHAM,02451,(781)647-5327,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"JEWISH FAMILY SERVICES OF WESTERN MASSACHUSETTS, INC.",15 LENOX STREET,SPRINGFIELD,01108,(413)737-2601,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JOHN P MUSANTE HEALTH CENTER,70 BOLTWOOD WALK,AMHERST,01002,(413)835-4980,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No
JOHN STREET CLINIC,35 JOHN STREET 1ST FLOOR,LOWELL,01852,(978)275-0722,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"JOSLIN CLINIC, INC,",1 JOSLIN PLACE,BOSTON,02215,(617)309-1926,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
JRI BEHAVIORAL HEALTH CTR,110 BOSTON STREET,SALEM,01970,(978)457-8140,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
JRI GLOUCESTER BEHAVIORAL HTLH CTR^,3 & 4 BLACKBURN CENTER,GLOUCESTER,01930,(978)283-1387,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JRI LAWRENCE BEHAVIORAL HEALTH CTR,"15 UNION STREET, SUITE 200",LAWRENCE,01840,(978)264-3500,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JRI LYNN BEHAVIORAL HEALTH CENTER^,"112 MARKET STREET, 2ND FLOOR",LYNN,01904,(781)592-5691,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
JRI METROWEST BEHAVIORAL HEALTH CENTER,"360 MASSACHUSETTS AVENUE, 1ST FLOOR",ACTON,01720,(978)744-7905,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
JRI SOUTHEAST BEHAVIORAL HEALTH CTR,35 SUMMER STREET FLOOR #2,TAUNTON,02780,(508)828-1308,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
"KEY PROGRAM, INC., THE",576 STATE STREET,SPRINGFIELD,01109,(413)781-6485,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
KIWI RECOVERY LLC,"86 BAKER STREET EXTENSION, STE 230",CONCORD,01742,(848)223-3247,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
L U K BEHAVIORAL HEALTH CLINIC,545 WESTMINSTER STREET,FITCHBURG,01420,(978)345-0685,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
L U K BEHAVIORAL HLTH CLINIC WORC,40 SOUTHBRIDGE STREET 4FL,WORCESTER,01608,(978)345-0685,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LAMOUR BY DESIGN INC,44 DIAUTO DRIVE,RANDOLPH,02368,(781)306-6828,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LAMOUR COMMUNITY HEALTH INTITUTE,42 DIAUTO DRIVE,RANDOLPH,02368,(781)885-7252,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LATINO COUNSELING CENTER INC^,"125 LIBERTY STREET, SUITE 100",SPRINGFIELD,01103,(413)433-3280,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"LATINO COUNSELING CENTER, INC","121 STATE STREET, 1ST FLOOR",SPRINGFIELD,01103,(413)301-7797,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LAW SCHOOL HEALTH SERVICE,"1563 MASSACHUSETTS AVE, POUND HALL",CAMBRIDGE,02138,(617)495-2010,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LAWRENCE CLINIC,"12 METHUEN ST, 2NDFL 201&3RDFL 300",LAWRENCE,01841,(978)683-3128,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LAWRENCE MEDICAL CENTER,320 ESSEX STREET 1ST FL,LAWRENCE,01840,(978)390-2377,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
LAWRENCE MEDICAL CENTER - PEABODY^,6 ESSEX CENTER DRIVEM SUITE 303,PEABODY,01960,(978)655-5290,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LCHC SBHC @ STOKLOSA MIDDLE SCHOOL,560 BROADWAY STREET FIRST FLOOR,LOWELL,01854,(978)970-3346,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
LEE FAMILY PRACTICE,11 QUARRY ROAD,LEE,01238,(413)528-8580,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
LEEWARD COUNSELING LLC,"175 DERBY STREET, SUITE 21",HINGHAM,02043,(617)418-0147,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LEOMINSTER COMMUNITY HEALTH AND URGENT CARE CENTER,165 MILL STREET,LEOMINSTER,01453,(978)878-8100,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
LEOMINSTER COMMUNITY HEALTH CENTER,"14 MANNING AVENUE, 4TH FLOOR",LEOMINSTER,01453,(978)847-0110,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
LHIP PREVENTION CLINIC AND WELLNESS CENTER,88 WAVERLY STREET,FRAMINGHAM,01702,(508)875-1237,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
LIGHTHOUSE BEHAVIORAL HEALTH & WELLNESS CENTER,"ONE WESTINGHOUSE PLAZA STE216A, FL2",BOSTON,02136,(617)839-7390,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LIGHTWORK THERAPY AND RECOVERY LLC,300 TRADECENTER SUITE 2640,WOBURN,01801,(781)367-4650,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LINCOLN LABORATORY CLINIC^,244 WOOD STREET,LEXINGTON,02420,(781)981-5500,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
LINDEN PONDS OUTPATIENT REHAB CLIN,205 LINDEN PONDS WAY,HINGHAM,02043,(781)534-7160,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
LIVING WATER COUNSELING CENTER,"476 APPLETON STREET, SUITE 2",HOLYOKE,01040,(413)315-3194,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LOWELL COMM HLTH CTR @ 101 JACKSON,"101 JACKSON STREET, FLOORS 1-3",LOWELL,01852,(978)937-9700,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
LOWELL COMMUNITY HEALTH CENTER @ LO,44-50 FR MORISETTE BLVD RM 20-22,LOWELL,01852,(978)458-6642,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
LOWELL COMMUNITY HLTH CTR,161 JACKSON STREET,LOWELL,01854,(978)746-7850,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
LOWELL HOUSE INC,"101 JACKSON STREET, SUITE 4B",LOWELL,01852,(978)459-8656,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LOWER CAPE MENTAL HEALTH CLINIC,466 MAIN STREET RTE 28,HARWICH PORT,02646,(800)576-9444,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
LUMINOSITY BEHAVIORAL HEALTH,"157 MAIN STREET, SUITE 201",BROCKTON,02301,(508)334-0102,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
LYNN CHC BEHAVIORAL HEALTH SERVICES,20 CENTRAL AVE 1ST & 3RD 6TH FLS,LYNN,01901,(781)581-3900,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC PRIMARY CRE BEHA HLTH SVRS,280 UNION STREET SUITE 202 2ND FLR,LYNN,01901,(781)596-2502,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC @ HARRINGTON ELEM SCH,21 DEXTER STREET,LYNN,01902,(781)477-7086,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC @BREED JUNIOR HIGH SC,90 O'CALLAGHAN WAY,LYNN,01905,(781)598-0287,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC @ENGLISH HS,50 GOODRIDGE STREET,LYNN,01903,(781)598-8128,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC CONNERY ELEMENTARY SC,50 ELM STREET 2FL,LYNN,01902,(781)581-3900,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC LYNN CLASSICAL HS,235 O'CALLAGHAN WAY,LYNN,01905,(781)596-2502,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC LYNN VOCATIONAL HS,80 NEPTUNE BLVD,LYNN,01902,(781)581-3900,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC MARSHALL MIDDLE SCHOO,74-114 BROOKLINE STREET,LYNN,01902,(781)596-2502,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN CHC SBHC@INGALLS SCHOOL,1 COLLINS STREET,LYNN,01902,(781)598-8198,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN COMMUNITY HEALTH CENTER,"269 UNION STREET, 1ST & 2ND FL",LYNN,01901,(781)596-2502,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No
LYNN COMMUNITY HLTH CTR @ BUFFUM ST,73 BUFFUM STREET 2ND FL STE A,LYNN,01901,(781)581-3900,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
LYNN OUTPATIENT CLINIC,95 PLEASANT STREET,LYNN,01901,(781)397-2000,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
MANET COM HLTH CTR @ SNUG HARBOR,9 BICKNELL STREET,QUINCY,02169,(617)471-4715,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
"MANET COMMUNITY HEALTH CENTER, INC.","110 WEST SQUANTUM STREET,FLRS 1,2,3",QUINCY,02171,(617)376-3000,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
"MANET COMMUNITY HEALTH CENTER, INC.",1193 SEA STREET,QUINCY,02169,(617)471-8683,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
MANET COMMUNITY HEALTH CENTER-HULL,180 GEORGE WASHINGTON BLVD.,HULL,02045,(781)925-4552,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
MANET COMMUNITY HEALTH CTR ATTLEBORO,8 NORTH MAIN STREET,NORTH ATTLEBORO,02763,(617)376-3000,No,No,No,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No
MANET COMMUNITY HLTH CTR @ TAUNTON,"1 WASHINGTON STREET, 1ST FLOOR",TAUNTON,02780,(617)690-6387,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
MANET VAN^,1 WASHINGTON STREET,TAUNTON,02780,(857)358-7002,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MARBLEHEAD COUNSELING CENTER,66 CLIFTON AVENUE,MARBLEHEAD,01945,(781)631-8273,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MARKET SQUARE FAMILY HEALTH SERVICE,694 WESTERN AVENUE,LYNN,01901,(781)596-2502,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
MARKET SQUARE FAMILY HLTH CTR PRACT,29 MARKET SQUARE,LYNN,01901,(781)596-2502,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MARTHA'S VINEYARD FAMILY PLANNING,517 STATE ROAD,VINEYARD HAVEN,02568,(508)693-1208,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS BEHAVIORAL HEALTH CENTER^,"116 BELMONT STREET, SUITE 44",WORCESTER,01605,(508)219-7189,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASS GENERAL BRIGHAM  URGENT CARE BACK BAY,137 STUART STREET STE A-7,BOSTON,02116,(617)751-6205,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL BRIGHAM URGENT CARE  WESTWOOD,100 BRIGHAM WAY,WESTWOOD,02090,(617)751-6205,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL BRIGHAM URGENT CARE BROOKLINE,"1285 BEACON STREET, 1ST FLOOR",BROOKLINE,02446,(617)751-6205,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL BRIGHAM URGENT CARE CENTRAL SQUARE,76 PROSPECT STREET,CAMBRIDGE,02139,(512)861-6399,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL BRIGHAM URGENT CARE LYNN^,490 LYNNFIELD STREET,LYNN,01904,(617)751-6205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASS GENERAL BRIGHAM URGENT CARE NATICK^,219 NORTH MAIN STREET,NATICK,01760,(617)751-6205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASS GENERAL BRIGHAM URGENT CARE NEWTON^,71 NEEDHAM STREET,NEWTON,02461,(617)751-6205,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASS GENERAL BRIGHAM URGENT CARE WOBURN,425 WASHINGTON STREET GRND FL,WOBURN,01801,(617)751-6205,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL IMAGING CHELSEA,80 EVERETT AVENUE SUITE 115,CHELSEA,02150,(617)726-7421,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASS GENERAL IMAGING-ASSEMBLY ROW^,335 REVOLUTION DRIVE,SOMERVILLE,02145,(781)487-6020,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MASS GENERAL WEST IMAGING,"52 SECOND AVENUE, SUITE 120",WALTHAM,02451,(781)895-1199,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MASSACHUSETTS CENTER FOR ADOLESCENT WELLNESS,"230 BROADWAY, SUITE 201",LYNNFIELD,01940,(781)334-8781,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MATTAPAN CHC SBHC@YOUNG ACHIEVERS,20 OUTLOOK ROAD BASEMENT,MATTAPAN,02126,(617)322-3281,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MATTAPAN COMMUNITY HEALTH CENTER,1575 BLUE HILL AVENUE,MATTAPAN,02126,(617)296-0061,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No
MCINNIS HOUSE CLINIC,"780 ALBANY STREET, 3RD & 4TH FLOOR",BOSTON,02130,(857)654-1700,No,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
MCPHS UNIVERSITY BMW CENTER^,10 LINCOLN SQUARE 1ST FL,WORCESTER,01608,(617)732-2237,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDEXPRESS UR CR-HAVERHILL MAIN ST,296 MAIN STREET,HAVERHILL,01830,(724)597-6168,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
"MEDEXPRESS UR CR-LEOMINSTER,MAIN ST",241 NORTH MAIN STREET,LEOMINSTER,01453,(978)840-5850,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDEXPRESS UR CR-SPRINGFIELD BOST R^,1312 BOSTON ROAD,SPRINGFIELD,01119,(724)597-6168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDEXPRESS UR CR-WESTFIELD E MAIN S^,311 EAST MAIN STREET,WESTFIELD,01085,(724)597-6168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDEXPRESS URG CRE HADLEY RUSSELL S,424 RUSSELL STREET,HADLEY,01035,(724)597-6168,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDICAL AREA HEALTH SERVICE,"275 LONGWOOD AVE, VANDERBILT HALL",BOSTON,02115,(617)495-2010,No,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No
MEDI-WEIGHTLOSS BRAINTREE^,340 WOOD ROAD,BRAINTREE,02184,(339)433-1162,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDIWEIGHTLOSS OF BILLERICA,"99 CHELMSFORD ROAD, SUITE 8",BILLERICA,01862,(978)244-0411,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDIWEIGHTLOSS OF COHASSETT,"760 CHIEF JUSTICE CUSHING HWY, #1A",COHASSET,02025,(781)247-5500,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDIWEIGHTLOSS OF PLAINVILLE,"111 WASHINGTON STREET, STE 104",PLAINVILLE,02762,(508)699-2222,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDI-WEIGHTLOSS OF PLYMOUTH^,"118 LONG POND ROAD, SUITE 101",PLYMOUTH,02360,(781)247-5320,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDI-WEIGHTLOSS OF WAKEFIELD,603 SALEM STREET,WAKEFIELD,01880,(781)245-6334,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDIWEIGHTLOSS OF WATERTOWN,49 WALNUT STREET,WELLESLEY,02481,(617)244-0123,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDI-WEIGHTLOSS^,"370 FAUNCE CORNER RD, STE 1SE",DARTMOUTH,02747,(413)232-9022,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDPOST URGENT CARE - FRANKLIN,648 OLD WEST CENTRAL STREET,FRANKLIN,02038,(508)541-9201,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No
MEDPOST URGENT CARE - NORTHBOROUGH^,"10002 SHOPS WAY, SUITE A",NORTHBOROUGH,01532,(508)919-8190,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEDPOST URGENT CARE - WAYLAND^,84 ANDREW AVENUE,WAYLAND,01778,(508)358-8980,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
MEETING STREET PEDIATRIC REHABILITATION SERVICES,ONE POSA PLACE,DARTMOUTH,02747,(508)996-3391,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
"MENTAL HEALTH ASSOCIATION, INC",1 FEDERAL STREET,SPRINGFIELD,01105,(413)734-5376,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,"103 COMMERCIAL STREET, 2ND FLOOR",BROCKTON,02301,(508)580-4691,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,140 HIGH STREET SUITE 230,SPRINGFIELD,01199,(413)495-1500,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
MENTOR SOUTH BAY,"1565 NORTH MAIN STREET, SUITE 205",FALL RIVER,02720,(508)324-1060,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No
